3.5158617,0.2844253
0.598764,1.670107
0.32069886,3.11819
0.21547265,4.64096
0.16115053,6.205378
0.13232625,7.55708
0.11490043,8.703188
0.10354772,9.657383
0.0970779,10.301006
0.09283589,10.771697
0.08853284,11.295243
0.08720531,11.467192
0.08786145,11.3815565
0.08868544,11.275809
0.089433126,11.18154
0.09030289,11.073842
0.091096364,10.977386
0.09187457,10.884405
0.09265278,10.792985
0.093461506,10.699593
0.0942092,10.614675
0.094880596,10.539562
0.09520104,10.504087
0.09478904,10.549742
0.09320211,10.729371
0.091218434,10.962697
0.090257116,11.079458
0.090257116,11.079458
0.09076066,11.017988
0.09118792,10.966366
0.091676205,10.907956
0.09222553,10.842984
0.092759594,10.780557
0.09336995,10.710084
0.093949795,10.643983
0.094178684,10.6181135
0.094056614,10.631894
0.09379721,10.661299
0.09367514,10.675191
0.093354695,10.711834
0.09259175,10.800099
0.09207294,10.860954
0.09213398,10.853759
0.0920882,10.859155
0.09187457,10.884405
0.09178302,10.895262
0.09196612,10.8735695
0.09233234,10.830441
0.092637524,10.794763
0.09292744,10.761085
0.09344625,10.70134
0.094041355,10.633619
0.094514385,10.5803995
0.09481956,10.546347
0.09509423,10.515885
0.09538414,10.483923
0.09544518,10.477219
0.09520104,10.504087
0.09517052,10.507456
0.0952163,10.502404
0.095231555,10.500721
0.09491111,10.536174
0.0946212,10.568456
0.09466697,10.563346
0.094514385,10.5803995
0.09375143,10.666504
0.093095295,10.741682
0.093217365,10.727615
0.093339436,10.713586
0.092759594,10.780557
0.09178302,10.895262
0.09170672,10.9043255
0.09211872,10.8555565
0.092744336,10.7823305
0.09324788,10.724104
0.09376669,10.664768
0.09434653,10.599223
0.09485008,10.5429535
0.095368885,10.4856
0.09567407,10.452153
0.09579614,10.438834
0.09590295,10.427208
0.09594873,10.422233
0.09588769,10.428867
0.095552,10.465506
0.09541466,10.48057
0.09553674,10.467177
0.09544518,10.477219
0.09491111,10.536174
0.09471275,10.55824
0.094880596,10.539562
0.09494163,10.532786
0.094636455,10.5667515
0.09433127,10.600938
0.09443808,10.588948
0.094422825,10.590659
0.093827724,10.65783
0.09326314,10.72235
0.09330892,10.71709
0.09353781,10.690865
0.09308004,10.743443
0.09230182,10.834022
0.09237812,10.825074
0.09277485,10.778784
0.092988476,10.754022
0.093019,10.750492
0.093354695,10.711834
0.09378195,10.663033
0.094163425,10.619834
0.094514385,10.5803995
0.09485008,10.5429535
0.0952163,10.502404
0.09576562,10.442161
0.096299686,10.38425
0.09639124,10.374387
0.09613184,10.402381
0.09596399,10.420575
0.09594873,10.422233
0.0953994,10.482246
0.09427024,10.607801
0.094026096,10.635345
0.09433127,10.600938
0.09411765,10.624999
0.093339436,10.713586
0.09306478,10.745204
0.09336995,10.710084
0.093949795,10.643983
0.09439231,10.594084
0.09466697,10.563346
0.094972156,10.529402
0.09542992,10.478894
0.095826656,10.43551
0.09622339,10.392483
0.096528575,10.359627
0.09697109,10.312352
0.097245745,10.283227
0.09732204,10.275166
0.097367816,10.270334
0.097474635,10.259079
0.09729152,10.278388
0.09701686,10.307487
0.09694057,10.3155985
0.09681849,10.328606
0.09636072,10.377672
0.0957351,10.445489
0.09587243,10.430527
0.09611658,10.404032
0.09568933,10.450486
0.094499126,10.582108
0.09391928,10.647442
0.094178684,10.6181135
0.09468223,10.561644
0.09472801,10.55654
0.09407187,10.63017
0.09349202,10.6961
0.09372091,10.669977
0.094026096,10.635345
0.093949795,10.643983
0.09359884,10.683893
0.09378195,10.663033
0.0942092,10.614675
0.09437705,10.595797
0.09433127,10.600938
0.09445334,10.587237
0.09485008,10.5429535
0.09518578,10.505772
0.09542992,10.478894
0.09576562,10.442161
0.09616236,10.399079
0.09669642,10.341645
0.09723049,10.284841
0.097581446,10.247849
0.09765774,10.239843
0.097474635,10.259079
0.097474635,10.259079
0.09744412,10.262292
0.0970779,10.301006
0.09668116,10.343277
0.096421756,10.371103
0.09623865,10.390836
0.09597925,10.418919
0.095460445,10.475543
0.09494163,10.532786
0.09481956,10.546347
0.09478904,10.549742
0.09486534,10.541258
0.09515526,10.509141
0.095552,10.465506
0.09600977,10.4156065
0.09645228,10.367822
0.09703212,10.305865
0.09756619,10.249453
